"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"2015"	"2015"	730	5489594	13.3
	"Minnesota"	"27"	"2016"	"2016"	745	5519952	13.5
	"Mississippi"	"28"	"1999"	"1999"	304	2828408	10.7
	"Mississippi"	"28"	"2000"	"2000"	294	2844658	10.3
	"Mississippi"	"28"	"2001"	"2001"	328	2852994	11.5
	"Mississippi"	"28"	"2002"	"2002"	343	2858681	12.0
	"Mississippi"	"28"	"2003"	"2003"	336	2868312	11.7
	"Mississippi"	"28"	"2004"	"2004"	350	2889010	12.1
	"Mississippi"	"28"	"2005"	"2005"	363	2905943	12.5
	"Mississippi"	"28"	"2006"	"2006"	325	2904978	11.2
	"Mississippi"	"28"	"2007"	"2007"	396	2928350	13.5
	"Mississippi"	"28"	"2008"	"2008"	409	2947806	13.9
	"Mississippi"	"28"	"2009"	"2009"	381	2958774	12.9
	"Mississippi"	"28"	"2010"	"2010"	388	2967297	13.1
	"Mississippi"	"28"	"2011"	"2011"	389	2978512	13.1
	"Mississippi"	"28"	"2012"	"2012"	410	2984926	13.7
	"Mississippi"	"28"	"2013"	"2013"	388	2991207	13.0
	"Mississippi"	"28"	"2014"	"2014"	380	2994079	12.7
	"Mississippi"	"28"	"2015"	"2015"	431	2992333	14.4
	"Mississippi"	"28"	"2016"	"2016"	383	2988726	12.8
	"Missouri"	"29"	"1999"	"1999"	700	5561948	12.6
	"Missouri"	"29"	"2000"	"2000"	699	5595211	12.5
	"Missouri"	"29"	"2001"	"2001"	725	5641142	12.9
	"Missouri"	"29"	"2002"	"2002"	693	5674825	12.2
	"Missouri"	"29"	"2003"	"2003"	679	5709403	11.9
	"Missouri"	"29"	"2004"	"2004"	715	5747741	12.4
	"Missouri"	"29"	"2005"	"2005"	727	5790300	12.6
	"Missouri"	"29"	"2006"	"2006"	799	5842704	13.7
	"Missouri"	"29"	"2007"	"2007"	808	5887612	13.7
	"Missouri"	"29"	"2008"	"2008"	779	5923916	13.2
	"Missouri"	"29"	"2009"	"2009"	860	5961088	14.4
	"Missouri"	"29"	"2010"	"2010"	856	5988927	14.3
	"Missouri"	"29"	"2011"	"2011"	933	6010688	15.5
	"Missouri"	"29"	"2012"	"2012"	914	6021988	15.2
	"Missouri"	"29"	"2013"	"2013"	960	6044171	15.9
	"Missouri"	"29"	"2014"	"2014"	1017	6063589	16.8
	"Missouri"	"29"	"2015"	"2015"	1052	6083672	17.3
	"Missouri"	"29"	"2016"	"2016"	1133	6093000	18.6
	"Montana"	"30"	"1999"	"1999"	162	897507	18.0
	"Montana"	"30"	"2000"	"2000"	158	902195	17.5
	"Montana"	"30"	"2001"	"2001"	175	906961	19.3
	"Montana"	"30"	"2002"	"2002"	184	911667	20.2
	"Montana"	"30"	"2003"	"2003"	180	919630	19.6
	"Montana"	"30"	"2004"	"2004"	175	930009	18.8
	"Montana"	"30"	"2005"	"2005"	206	940102	21.9
	"Montana"	"30"	"2006"	"2006"	189	952692	19.8
	"Montana"	"30"	"2007"	"2007"	196	964706	20.3
	"Montana"	"30"	"2008"	"2008"	203	976415	20.8
	"Montana"	"30"	"2009"	"2009"	219	983982	22.3
	"Montana"	"30"	"2010"	"2010"	227	989415	22.9
	"Montana"	"30"	"2011"	"2011"	232	998199	23.2
	"Montana"	"30"	"2012"	"2012"	233	1005141	23.2
	"Montana"	"30"	"2013"	"2013"	243	1015165	23.9
	"Montana"	"30"	"2014"	"2014"	251	1023579	24.5
	"Montana"	"30"	"2015"	"2015"	272	1032949	26.3
	"Montana"	"30"	"2016"	"2016"	267	1042520	25.6
	"Nebraska"	"31"	"1999"	"1999"	177	1704764	10.4
	"Nebraska"	"31"	"2000"	"2000"	193	1711263	11.3
	"Nebraska"	"31"	"2001"	"2001"	187	1719836	10.9
	"Nebraska"	"31"	"2002"	"2002"	201	1728292	11.6
	"Nebraska"	"31"	"2003"	"2003"	176	1738643	10.1
	"Nebraska"	"31"	"2004"	"2004"	166	1749370	9.5
	"Nebraska"	"31"	"2005"	"2005"	187	1761497	10.6
	"Nebraska"	"31"	"2006"	"2006"	202	1772693	11.4
	"Nebraska"	"31"	"2007"	"2007"	181	1783440	10.1
	"Nebraska"	"31"	"2008"	"2008"	191	1796378	10.6
	"Nebraska"	"31"	"2009"	"2009"	170	1812683	9.4
	"Nebraska"	"31"	"2010"	"2010"	193	1826341	10.6
	"Nebraska"	"31"	"2011"	"2011"	193	1842641	10.5
	"Nebraska"	"31"	"2012"	"2012"	232	1855525	12.5
	"Nebraska"	"31"	"2013"	"2013"	220	1868516	11.8
	"Nebraska"	"31"	"2014"	"2014"	251	1881503	13.3
	"Nebraska"	"31"	"2015"	"2015"	223	1896190	11.8
	"Nebraska"	"31"	"2016"	"2016"	246	1907116	12.9
	"Nevada"	"32"	"1999"	"1999"	404	1934718	20.9
	"Nevada"	"32"	"2000"	"2000"	400	1998257	20.0
	"Nevada"	"32"	"2001"	"2001"	387	2098399	18.4
	"Nevada"	"32"	"2002"	"2002"	423	2173791	19.5
	"Nevada"	"32"	"2003"	"2003"	434	2248850	19.3
	"Nevada"	"32"	"2004"	"2004"	440	2346222	18.8
	"Nevada"	"32"	"2005"	"2005"	480	2432143	19.7
	"Nevada"	"32"	"2006"	"2006"	486	2522658	19.3
	"Nevada"	"32"	"2007"	"2007"	471	2601072	18.1
	"Nevada"	"32"	"2008"	"2008"	528	2653630	19.9
	"Nevada"	"32"	"2009"	"2009"	505	2684665	18.8
	"Nevada"	"32"	"2010"	"2010"	547	2700551	20.3
	"Nevada"	"32"	"2011"	"2011"	516	2723322	18.9
	"Nevada"	"32"	"2012"	"2012"	524	2758931	19.0
	"Nevada"	"32"	"2013"	"2013"	541	2790136	19.4
	"Nevada"	"32"	"2014"	"2014"	573	2839099	20.2
	"Nevada"	"32"	"2015"	"2015"	558	2890845	19.3
	"Nevada"	"32"	"2016"	"2016"	650	2940058	22.1
	"New Hampshire"	"33"	"1999"	"1999"	137	1222014	11.2
	"New Hampshire"	"33"	"2000"	"2000"	131	1235786	10.6
	"New Hampshire"	"33"	"2001"	"2001"	167	1255517	13.3
	"New Hampshire"	"33"	"2002"	"2002"	132	1269089	10.4
	"New Hampshire"	"33"	"2003"	"2003"	158	1279840	12.3
	"New Hampshire"	"33"	"2004"	"2004"	133	1290121	10.3
	"New Hampshire"	"33"	"2005"	"2005"	162	1298492	12.5
	"New Hampshire"	"33"	"2006"	"2006"	151	1308389	11.5
	"New Hampshire"	"33"	"2007"	"2007"	158	1312540	12.0
	"New Hampshire"	"33"	"2008"	"2008"	179	1315906	13.6
	"New Hampshire"	"33"	"2009"	"2009"	166	1316102	12.6
	"New Hampshire"	"33"	"2010"	"2010"	196	1316470	14.9
	"New Hampshire"	"33"	"2011"	"2011"	198	1318194	15.0
	"New Hampshire"	"33"	"2012"	"2012"	202	1320718	15.3
	"New Hampshire"	"33"	"2013"	"2013"	185	1323459	14.0
	"New Hampshire"	"33"	"2014"	"2014"	247	1326813	18.6
	"New Hampshire"	"33"	"2015"	"2015"	228	1330608	17.1
	"New Hampshire"	"33"	"2016"	"2016"	244	1334795	18.3
	"New Jersey"	"34"	"1999"	"1999"	563	8359592	6.7
	"New Jersey"	"34"	"2000"	"2000"	560	8414350	6.7
	"New Jersey"	"34"	"2001"	"2001"	588	8492671	6.9
	"New Jersey"	"34"	"2002"	"2002"	553	8552643	6.5
	"New Jersey"	"34"	"2003"	"2003"	588	8601402	6.8
	"New Jersey"	"34"	"2004"	"2004"	597	8634561	6.9
	"New Jersey"	"34"	"2005"	"2005"	536	8651974	6.2
	"New Jersey"	"34"	"2006"	"2006"	585	8661679	6.8
	"New Jersey"	"34"	"2007"	"2007"	596	8677885	6.9
	"New Jersey"	"34"	"2008"	"2008"	615	8711090	7.1
	"New Jersey"	"34"	"2009"	"2009"	557	8755602	6.4
	"New Jersey"	"34"	"2010"	"2010"	719	8791894	8.2
	"New Jersey"	"34"	"2011"	"2011"	689	8821155	7.8
	"New Jersey"	"34"	"2012"	"2012"	683	8864590	7.7
	"New Jersey"	"34"	"2013"	"2013"	757	8899339	8.5
	"New Jersey"	"34"	"2014"	"2014"	786	8938175	8.8
	"New Jersey"	"34"	"2015"	"2015"	789	8958013	8.8
	"New Jersey"	"34"	"2016"	"2016"	687	8944469	7.7
	"New Mexico"	"35"	"1999"	"1999"	318	1808082	17.6
	"New Mexico"	"35"	"2000"	"2000"	327	1819046	18.0
	"New Mexico"	"35"	"2001"	"2001"	362	1831690	19.8
	"New Mexico"	"35"	"2002"	"2002"	349	1855309	18.8
	"New Mexico"	"35"	"2003"	"2003"	343	1877574	18.3
	"New Mexico"	"35"	"2004"	"2004"	356	1903808	18.7
	"New Mexico"	"35"	"2005"	"2005"	342	1932274	17.7
	"New Mexico"	"35"	"2006"	"2006"	352	1962137	17.9
	"New Mexico"	"35"	"2007"	"2007"	401	1990070	20.2
	"New Mexico"	"35"	"2008"	"2008"	419	2010662	20.8
	"New Mexico"	"35"	"2009"	"2009"	376	2036802	18.5
	"New Mexico"	"35"	"2010"	"2010"	413	2059179	20.1
	"New Mexico"	"35"	"2011"	"2011"	420	2082224	20.2
	"New Mexico"	"35"	"2012"	"2012"	442	2085538	21.2
	"New Mexico"	"35"	"2013"	"2013"	431	2085287	20.7
	"New Mexico"	"35"	"2014"	"2014"	449	2085572	21.5
	"New Mexico"	"35"	"2015"	"2015"	500	2085109	24.0
	"New Mexico"	"35"	"2016"	"2016"	471	2081015	22.6
	"New York"	"36"	"1999"	"1999"	1196	18882725	6.3
	"New York"	"36"	"2000"	"2000"	1132	18976457	6.0
	"New York"	"36"	"2001"	"2001"	1253	19082838	6.6
	"New York"	"36"	"2002"	"2002"	1228	19137800	6.4
	"New York"	"36"	"2003"	"2003"	1169	19175939	6.1
	"New York"	"36"	"2004"	"2004"	1187	19171567	6.2
	"New York"	"36"	"2005"	"2005"	1189	19132610	6.2
	"New York"	"36"	"2006"	"2006"	1326	19104631	6.9
	"New York"	"36"	"2007"	"2007"	1396	19132335	7.3
	"New York"	"36"	"2008"	"2008"	1409	19212436	7.3
	"New York"	"36"	"2009"	"2009"	1417	19307066	7.3
	"New York"	"36"	"2010"	"2010"	1547	19378102	8.0
	"New York"	"36"	"2011"	"2011"	1658	19465197	8.5
	"New York"	"36"	"2012"	"2012"	1708	19570261	8.7
	"New York"	"36"	"2013"	"2013"	1687	19651127	8.6
	"New York"	"36"	"2014"	"2014"	1700	19746227	8.6
	"New York"	"36"	"2015"	"2015"	1652	19795791	8.3
	"New York"	"36"	"2016"	"2016"	1679	19745289	8.5
	"North Carolina"	"37"	"1999"	"1999"	884	7949361	11.1
	"North Carolina"	"37"	"2000"	"2000"	971	8049313	12.1
	"North Carolina"	"37"	"2001"	"2001"	997	8210122	12.1
	"North Carolina"	"37"	"2002"	"2002"	986	8326201	11.8
	"North Carolina"	"37"	"2003"	"2003"	955	8422501	11.3
	"North Carolina"	"37"	"2004"	"2004"	1027	8553152	12.0
	"North Carolina"	"37"	"2005"	"2005"	1009	8705407	11.6
	"North Carolina"	"37"	"2006"	"2006"	1106	8917270	12.4
	"North Carolina"	"37"	"2007"	"2007"	1077	9118037	11.8
	"North Carolina"	"37"	"2008"	"2008"	1162	9309449	12.5
	"North Carolina"	"37"	"2009"	"2009"	1174	9449566	12.4
	"North Carolina"	"37"	"2010"	"2010"	1174	9535483	12.3
	"North Carolina"	"37"	"2011"	"2011"	1213	9656401	12.6
	"North Carolina"	"37"	"2012"	"2012"	1286	9752073	13.2
	"North Carolina"	"37"	"2013"	"2013"	1284	9848060	13.0
	"North Carolina"	"37"	"2014"	"2014"	1352	9943964	13.6
	"North Carolina"	"37"	"2015"	"2015"	1406	10042802	14.0
	"North Carolina"	"37"	"2016"	"2016"	1373	10146788	13.5
	"North Dakota"	"38"	"1999"	"1999"	73	644259	11.3
	"North Dakota"	"38"	"2000"	"2000"	68	642200	10.6
	"North Dakota"	"38"	"2001"	"2001"	79	639062	12.4
	"North Dakota"	"38"	"2002"	"2002"	91	638168	14.3
	"North Dakota"	"38"	"2003"	"2003"	81	638817	12.7
	"North Dakota"	"38"	"2004"	"2004"	73	644705	11.3
	"North Dakota"	"38"	"2005"	"2005"	92	646089	14.2
	"North Dakota"	"38"	"2006"	"2006"	90	649422	13.9
	"North Dakota"	"38"	"2007"	"2007"	95	652822	14.6
	"North Dakota"	"38"	"2008"	"2008"	86	657569	13.1
	"North Dakota"	"38"	"2009"	"2009"	90	664968	13.5
	"North Dakota"	"38"	"2010"	"2010"	106	672591	15.8
	"North Dakota"	"38"	"2011"	"2011"	106	683932	15.5
	"North Dakota"	"38"	"2012"	"2012"	105	699628	15.0
	"North Dakota"	"38"	"2013"	"2013"	128	723393	17.7
	"North Dakota"	"38"	"2014"	"2014"	137	739482	18.5
	"North Dakota"	"38"	"2015"	"2015"	124	756927	16.4
	"North Dakota"	"38"	"2016"	"2016"	140	757952	18.5
	"Ohio"	"39"	"1999"	"1999"	1102	11335454	9.7
	"Ohio"	"39"	"2000"	"2000"	1088	11353140	9.6
	"Ohio"	"39"	"2001"	"2001"	1219	11387404	10.7
	"Ohio"	"39"	"2002"	"2002"	1287	11407889	11.3
	"Ohio"	"39"	"2003"	"2003"	1074	11434788	9.4
	"Ohio"	"39"	"2004"	"2004"	1319	11452251	11.5
	"Ohio"	"39"	"2005"	"2005"	1341	11463320	11.7
	"Ohio"	"39"	"2006"	"2006"	1325	11481213	11.5
	"Ohio"	"39"	"2007"	"2007"	1295	11500468	11.3
	"Ohio"	"39"	"2008"	"2008"	1412	11515391	12.3
	"Ohio"	"39"	"2009"	"2009"	1176	11528896	10.2
	"Ohio"	"39"	"2010"	"2010"	1439	11536504	12.5
	"Ohio"	"39"	"2011"	"2011"	1465	11544951	12.7
	"Ohio"	"39"	"2012"	"2012"	1542	11544225	13.4
	"Ohio"	"39"	"2013"	"2013"	1526	11570808	13.2
	"Ohio"	"39"	"2014"	"2014"	1491	11594163	12.9
	"Ohio"	"39"	"2015"	"2015"	1650	11613423	14.2
	"Ohio"	"39"	"2016"	"2016"	1707	11614373	14.7
	"Oklahoma"	"40"	"1999"	"1999"	492	3437147	14.3
	"Oklahoma"	"40"	"2000"	"2000"	497	3450654	14.4
	"Oklahoma"	"40"	"2001"	"2001"	515	3467100	14.9
	"Oklahoma"	"40"	"2002"	"2002"	501	3489080	14.4
	"Oklahoma"	"40"	"2003"	"2003"	476	3504892	13.6
	"Oklahoma"	"40"	"2004"	"2004"	506	3525233	14.4
	"Oklahoma"	"40"	"2005"	"2005"	522	3548597	14.7
	"Oklahoma"	"40"	"2006"	"2006"	537	3594090	14.9
	"Oklahoma"	"40"	"2007"	"2007"	531	3634349	14.6
	"Oklahoma"	"40"	"2008"	"2008"	575	3668976	15.7
	"Oklahoma"	"40"	"2009"	"2009"	567	3717572	15.3
	"Oklahoma"	"40"	"2010"	"2010"	618	3751351	16.5
	"Oklahoma"	"40"	"2011"	"2011"	693	3791508	18.3
	"Oklahoma"	"40"	"2012"	"2012"	670	3814820	17.6
	"Oklahoma"	"40"	"2013"	"2013"	665	3850568	17.3
	"Oklahoma"	"40"	"2014"	"2014"	736	3878051	19.0
	"Oklahoma"	"40"	"2015"	"2015"	790	3911338	20.2
	"Oklahoma"	"40"	"2016"	"2016"	822	3923561	21.0
	"Oregon"	"41"	"1999"	"1999"	478	3393941	14.1
	"Oregon"	"41"	"2000"	"2000"	493	3421399	14.4
	"Oregon"	"41"	"2001"	"2001"	505	3467937	14.6
	"Oregon"	"41"	"2002"	"2002"	518	3513424	14.7
	"Oregon"	"41"	"2003"	"2003"	592	3547376	16.7
	"Oregon"	"41"	"2004"	"2004"	555	3569463	15.5
	"Oregon"	"41"	"2005"	"2005"	560	3613202	15.5
	"Oregon"	"41"	"2006"	"2006"	579	3670883	15.8
	"Oregon"	"41"	"2007"	"2007"	594	3722417	16.0
	"Oregon"	"41"	"2008"	"2008"	572	3768748	15.2
	"Oregon"	"41"	"2009"	"2009"	644	3808600	16.9
	"Oregon"	"41"	"2010"	"2010"	685	3831074	17.9
	"Oregon"	"41"	"2011"	"2011"	656	3871859	16.9
	"Oregon"	"41"	"2012"	"2012"	724	3899353	18.6
	"Oregon"	"41"	"2013"	"2013"	698	3930065	17.8
	"Oregon"	"41"	"2014"	"2014"	782	3970239	19.7
	"Oregon"	"41"	"2015"	"2015"	762	4028977	18.9
	"Oregon"	"41"	"2016"	"2016"	772	4093465	18.9
	"Pennsylvania"	"42"	"1999"	"1999"	1284	12263805	10.5
	"Pennsylvania"	"42"	"2000"	"2000"	1356	12281054	11.0
	"Pennsylvania"	"42"	"2001"	"2001"	1276	12298970	10.4
	"Pennsylvania"	"42"	"2002"	"2002"	1341	12331031	10.9
	"Pennsylvania"	"42"	"2003"	"2003"	1340	12374658	10.8
	"Pennsylvania"	"42"	"2004"	"2004"	1410	12410722	11.4
	"Pennsylvania"	"42"	"2005"	"2005"	1430	12449990	11.5
	"Pennsylvania"	"42"	"2006"	"2006"	1396	12510809	11.2
	"Pennsylvania"	"42"	"2007"	"2007"	1441	12563937	11.5
	"Pennsylvania"	"42"	"2008"	"2008"	1539	12612285	12.2
	"Pennsylvania"	"42"	"2009"	"2009"	1631	12666858	12.9
	"Pennsylvania"	"42"	"2010"	"2010"	1576	12702379	12.4
	"Pennsylvania"	"42"	"2011"	"2011"	1747	12742886	13.7
	"Pennsylvania"	"42"	"2012"	"2012"	1647	12763536	12.9
	"Pennsylvania"	"42"	"2013"	"2013"	1788	12773801	14.0
	"Pennsylvania"	"42"	"2014"	"2014"	1817	12787209	14.2
	"Pennsylvania"	"42"	"2015"	"2015"	1894	12802503	14.8
	"Pennsylvania"	"42"	"2016"	"2016"	1970	12784227	15.4
	"Rhode Island"	"44"	"1999"	"1999"	96	1040402	9.2
	"Rhode Island"	"44"	"2000"	"2000"	75	1048319	7.2
	"Rhode Island"	"44"	"2001"	"2001"	88	1057142	8.3
	"Rhode Island"	"44"	"2002"	"2002"	86	1065995	8.1
	"Rhode Island"	"44"	"2003"	"2003"	84	1071342	7.8
	"Rhode Island"	"44"	"2004"	"2004"	85	1074579	7.9
	"Rhode Island"	"44"	"2005"	"2005"	71	1067916	6.6
	"Rhode Island"	"44"	"2006"	"2006"	90	1063096	8.5
	"Rhode Island"	"44"	"2007"	"2007"	96	1057315	9.1
	"Rhode Island"	"44"	"2008"	"2008"	110	1055003	10.4
	"Rhode Island"	"44"	"2009"	"2009"	118	1053646	11.2
	"Rhode Island"	"44"	"2010"	"2010"	129	1052567	12.3
	"Rhode Island"	"44"	"2011"	"2011"	101	1051302	9.6
	"Rhode Island"	"44"	"2012"	"2012"	105	1050292	10.0
	"Rhode Island"	"44"	"2013"	"2013"	132	1051511	12.6
	"Rhode Island"	"44"	"2014"	"2014"	113	1055173	10.7
	"Rhode Island"	"44"	"2015"	"2015"	127	1056298	12.0
	"Rhode Island"	"44"	"2016"	"2016"	126	1056426	11.9
	"South Carolina"	"45"	"1999"	"1999"	418	3974682	10.5
	"South Carolina"	"45"	"2000"	"2000"	443	4012012	11.0
	"South Carolina"	"45"	"2001"	"2001"	467	4064995	11.5
	"South Carolina"	"45"	"2002"	"2002"	440	4107795	10.7
	"South Carolina"	"45"	"2003"	"2003"	476	4150297	11.5
	"South Carolina"	"45"	"2004"	"2004"	482	4210921	11.4
	"South Carolina"	"45"	"2005"	"2005"	510	4270150	11.9
	"South Carolina"	"45"	"2006"	"2006"	524	4357847	12.0
	"South Carolina"	"45"	"2007"	"2007"	530	4444110	11.9
	"South Carolina"	"45"	"2008"	"2008"	565	4528996	12.5
	"South Carolina"	"45"	"2009"	"2009"	619	4589872	13.5
	"South Carolina"	"45"	"2010"	"2010"	637	4625364	13.8
	"South Carolina"	"45"	"2011"	"2011"	658	4679230	14.1
	"South Carolina"	"45"	"2012"	"2012"	673	4723723	14.2
	"South Carolina"	"45"	"2013"	"2013"	696	4774839	14.6
	"South Carolina"	"45"	"2014"	"2014"	753	4832482	15.6
	"South Carolina"	"45"	"2015"	"2015"	742	4896146	15.2
	"South Carolina"	"45"	"2016"	"2016"	815	4961119	16.4
	"South Dakota"	"46"	"1999"	"1999"	103	750412	13.7
	"South Dakota"	"46"	"2000"	"2000"	95	754844	12.6
	"South Dakota"	"46"	"2001"	"2001"	105	757972	13.9
	"South Dakota"	"46"	"2002"	"2002"	94	760020	12.4
	"South Dakota"	"46"	"2003"	"2003"	102	763729	13.4
	"South Dakota"	"46"	"2004"	"2004"	112	770396	14.5
	"South Dakota"	"46"	"2005"	"2005"	121	775493	15.6
	"South Dakota"	"46"	"2006"	"2006"	125	783033	16.0
	"South Dakota"	"46"	"2007"	"2007"	102	791623	12.9
	"South Dakota"	"46"	"2008"	"2008"	124	799124	15.5
	"South Dakota"	"46"	"2009"	"2009"	129	807067	16.0
	"South Dakota"	"46"	"2010"	"2010"	140	814180	17.2
	"South Dakota"	"46"	"2011"	"2011"	128	824082	15.5
	"South Dakota"	"46"	"2012"	"2012"	141	833354	16.9
	"South Dakota"	"46"	"2013"	"2013"	147	844877	17.4
	"South Dakota"	"46"	"2014"	"2014"	141	853175	16.5
	"South Dakota"	"46"	"2015"	"2015"	173	858469	20.2
	"South Dakota"	"46"	"2016"	"2016"	163	865454	18.8
	"Tennessee"	"47"	"1999"	"1999"	726	5638706	12.9
	"Tennessee"	"47"	"2000"	"2000"	730	5689283	12.8
	"Tennessee"	"47"	"2001"	"2001"	711	5750789	12.4
	"Tennessee"	"47"	"2002"	"2002"	778	5795918	13.4
	"Tennessee"	"47"	"2003"	"2003"	762	5847812	13.0
	"Tennessee"	"47"	"2004"	"2004"	792	5910809	13.4
	"Tennessee"	"47"	"2005"	"2005"	856	5991057	14.3
	"Tennessee"	"47"	"2006"	"2006"	874	6088766	14.4
	"Tennessee"	"47"	"2007"	"2007"	844	6175727	13.7
	"Tennessee"	"47"	"2008"	"2008"	973	6247411	15.6
	"Tennessee"	"47"	"2009"	"2009"	947	6306019	15.0
	"Tennessee"	"47"	"2010"	"2010"	943	6346105	14.9
	"Tennessee"	"47"	"2011"	"2011"	955	6403353	14.9
	"Tennessee"	"47"	"2012"	"2012"	978	6456243	15.1
	"Tennessee"	"47"	"2013"	"2013"	1030	6495978	15.9
	"Tennessee"	"47"	"2014"	"2014"	997	6549352	15.2
	"Tennessee"	"47"	"2015"	"2015"	1068	6600299	16.2
	"Tennessee"	"47"	"2016"	"2016"	1111	6651194	16.7
	"Texas"	"48"	"1999"	"1999"	2005	20558220	9.8
	"Texas"	"48"	"2000"	"2000"	2053	20851820	9.8
	"Texas"	"48"	"2001"	"2001"	2225	21319622	10.4
	"Texas"	"48"	"2002"	"2002"	2311	21690325	10.7
	"Texas"	"48"	"2003"	"2003"	2363	22030931	10.7
	"Texas"	"48"	"2004"	"2004"	2300	22394023	10.3
	"Texas"	"48"	"2005"	"2005"	2418	22778123	10.6
	"Texas"	"48"	"2006"	"2006"	2347	23359580	10.0
	"Texas"	"48"	"2007"	"2007"	2433	23831983	10.2
	"Texas"	"48"	"2008"	"2008"	2552	24309039	10.5
	"Texas"	"48"	"2009"	"2009"	2809	24801761	11.3
	"Texas"	"48"	"2010"	"2010"	2891	25145561	11.5
	"Texas"	"48"	"2011"	"2011"	2896	25674681	11.3
	"Texas"	"48"	"2012"	"2012"	3037	26059203	11.7
	"Texas"	"48"	"2013"	"2013"	3059	26448193	11.6
	"Texas"	"48"	"2014"	"2014"	3254	26956958	12.1
	"Texas"	"48"	"2015"	"2015"	3403	27469114	12.4
	"Texas"	"48"	"2016"	"2016"	3488	27862596	12.5
	"Utah"	"49"	"1999"	"1999"	282	2203482	12.8
	"Utah"	"49"	"2000"	"2000"	298	2233169	13.3
	"Utah"	"49"	"2001"	"2001"	321	2283715	14.1
	"Utah"	"49"	"2002"	"2002"	340	2324815	14.6
	"Utah"	"49"	"2003"	"2003"	336	2360137	14.2
	"Utah"	"49"	"2004"	"2004"	377	2401580	15.7
	"Utah"	"49"	"2005"	"2005"	348	2457719	14.2
	"Utah"	"49"	"2006"	"2006"	362	2525507	14.3
	"Utah"	"49"	"2007"	"2007"	378	2597746	14.6
	"Utah"	"49"	"2008"	"2008"	390	2663029	14.6
	"Utah"	"49"	"2009"	"2009"	449	2723421	16.5
	"Utah"	"49"	"2010"	"2010"	473	2763885	17.1
	"Utah"	"49"	"2011"	"2011"	502	2817222	17.8
	"Utah"	"49"	"2012"	"2012"	550	2855287	19.3
	"Utah"	"49"	"2013"	"2013"	579	2900872	20.0
	"Utah"	"49"	"2014"	"2014"	559	2942902	19.0
	"Utah"	"49"	"2015"	"2015"	630	2995919	21.0
	"Utah"	"49"	"2016"	"2016"	620	3051217	20.3
	"Vermont"	"50"	"1999"	"1999"	63	604683	10.4
	"Vermont"	"50"	"2000"	"2000"	77	608827	12.6
	"Vermont"	"50"	"2001"	"2001"	72	612223	11.8
	"Vermont"	"50"	"2002"	"2002"	92	615442	14.9
	"Vermont"	"50"	"2003"	"2003"	83	617858	13.4
	"Vermont"	"50"	"2004"	"2004"	93	619920	15.0
	"Vermont"	"50"	"2005"	"2005"	78	621215	12.6
	"Vermont"	"50"	"2006"	"2006"	81	622892	13.0
	"Vermont"	"50"	"2007"	"2007"	89	623481	14.3
	"Vermont"	"50"	"2008"	"2008"	94	624151	15.1
	"Vermont"	"50"	"2009"	"2009"	87	624817	13.9
	"Vermont"	"50"	"2010"	"2010"	106	625741	16.9
	"Vermont"	"50"	"2011"	"2011"	120	626431	19.2
	"Vermont"	"50"	"2012"	"2012"	87	626011	13.9
	"Vermont"	"50"	"2013"	"2013"	112	626630	17.9
	"Vermont"	"50"	"2014"	"2014"	124	626562	19.8
	"Vermont"	"50"	"2015"	"2015"	103	626042	16.5
	"Vermont"	"50"	"2016"	"2016"	118	624594	18.9
	"Virginia"	"51"	"1999"	"1999"	791	7000174	11.3
	"Virginia"	"51"	"2000"	"2000"	768	7078515	10.8
	"Virginia"	"51"	"2001"	"2001"	797	7198362	11.1
	"Virginia"	"51"	"2002"	"2002"	799	7286873	11.0
	"Virginia"	"51"	"2003"	"2003"	808	7366977	11.0
	"Virginia"	"51"	"2004"	"2004"	828	7475575	11.1
	"Virginia"	"51"	"2005"	"2005"	866	7577105	11.4
	"Virginia"	"51"	"2006"	"2006"	876	7673725	11.4
	"Virginia"	"51"	"2007"	"2007"	880	7751000	11.4
	"Virginia"	"51"	"2008"	"2008"	948	7833496	12.1
	"Virginia"	"51"	"2009"	"2009"	963	7925937	12.1
	"Virginia"	"51"	"2010"	"2010"	963	8001024	12.0
	"Virginia"	"51"	"2011"	"2011"	1054	8096604	13.0
	"Virginia"	"51"	"2012"	"2012"	1063	8185867	13.0
	"Virginia"	"51"	"2013"	"2013"	1072	8260405	13.0
	"Virginia"	"51"	"2014"	"2014"	1123	8326289	13.5
	"Virginia"	"51"	"2015"	"2015"	1118	8382993	13.3
	"Virginia"	"51"	"2016"	"2016"	1166	8411808	13.9
	"Washington"	"53"	"1999"	"1999"	816	5842564	14.0
	"Washington"	"53"	"2000"	"2000"	727	5894121	12.3
	"Washington"	"53"	"2001"	"2001"	712	5985722	11.9
	"Washington"	"53"	"2002"	"2002"	811	6052349	13.4
	"Washington"	"53"	"2003"	"2003"	803	6104115	13.2
	"Washington"	"53"	"2004"	"2004"	830	6178645	13.4
	"Washington"	"53"	"2005"	"2005"	822	6257305	13.1
	"Washington"	"53"	"2006"	"2006"	809	6370753	12.7
	"Washington"	"53"	"2007"	"2007"	865	6461587	13.4
	"Washington"	"53"	"2008"	"2008"	889	6562231	13.5
	"Washington"	"53"	"2009"	"2009"	921	6667426	13.8
	"Washington"	"53"	"2010"	"2010"	957	6724540	14.2
